image_id,is_augmented,label_dx,RGB_R_mean,RGB_R_std,RGB_R_skew,RGB_R_kurt,RGB_R_p10,RGB_R_p90,RGB_G_mean,RGB_G_std,RGB_G_skew,RGB_G_kurt,RGB_G_p10,RGB_G_p90,RGB_B_mean,RGB_B_std,RGB_B_skew,RGB_B_kurt,RGB_B_p10,RGB_B_p90,HSV_H_mean,HSV_H_std,HSV_H_skew,HSV_H_kurt,HSV_H_p10,HSV_H_p90,HSV_S_mean,HSV_S_std,HSV_S_skew,HSV_S_kurt,HSV_S_p10,HSV_S_p90,HSV_V_mean,HSV_V_std,HSV_V_skew,HSV_V_kurt,HSV_V_p10,HSV_V_p90,Lab_L_mean,Lab_L_std,Lab_L_skew,Lab_L_kurt,Lab_L_p10,Lab_L_p90,Lab_a_mean,Lab_a_std,Lab_a_skew,Lab_a_kurt,Lab_a_p10,Lab_a_p90,Lab_b_mean,Lab_b_std,Lab_b_skew,Lab_b_kurt,Lab_b_p10,Lab_b_p90,YCbCr_Y_mean,YCbCr_Y_std,YCbCr_Y_skew,YCbCr_Y_kurt,YCbCr_Y_p10,YCbCr_Y_p90,YCbCr_Cb_mean,YCbCr_Cb_std,YCbCr_Cb_skew,YCbCr_Cb_kurt,YCbCr_Cb_p10,YCbCr_Cb_p90,YCbCr_Cr_mean,YCbCr_Cr_std,YCbCr_Cr_skew,YCbCr_Cr_kurt,YCbCr_Cr_p10,YCbCr_Cr_p90,area_ratio,perimeter,eccentricity,circularity,solidity,aspect_ratio,extent,equivalent_diameter,orientation,major_axis,minor_axis,hu_1,hu_2,hu_3,hu_4,hu_5,hu_6,hu_7,ABCD_A_asymmetry,ABCD_B_border_CV,ABCD_C_n_color_clusters,ABCD_C_hsv_std_sum,ABCD_D_diameter,ABCD_area,ABCD_perimeter
1,False,nv,168.70573355817876,17.451174642308924,-0.5587675795790349,-0.6058722043949567,143.0,189.0,126.61069621777885,33.19963952853773,-0.3225962705222315,-1.0777527275925805,80.0,167.0,116.91893519633823,39.494548662478664,-0.17414648282947814,-1.1178841960686947,63.0,168.0,27.136111780293906,56.442945477328,2.2507380041467866,3.0787313660535167,4.0,174.0,83.09515779330282,43.520000725904886,0.3692208932934024,-0.926422048975788,29.0,143.0,168.70573355817876,17.451174642308924,-0.5587675795790349,-0.6058722043949567,143.0,189.0,145.13310045772104,28.30654359014864,-0.34360004851114423,-1.0263987556590728,105.0,180.0,143.44254396530957,6.806140444931871,0.4183875654761446,-1.0995511848005155,135.0,153.0,140.21139484461577,7.423941831401443,0.08782067579507172,-0.9861878181867945,130.0,150.0,138.1087689713322,29.08792356342849,-0.33692276642745644,-1.026491687774107,97.0,174.0,149.8615996145507,8.766023480762282,0.11408457654082857,-1.2825349862866504,139.0,162.0,116.03649722958323,6.209386873567465,0.1715178258804354,-1.0562386841195304,108.0,125.0,0.1530811543367347,348.2914139223983,0.6948653976753423,0.7956866882107607,0.9525049603174603,1.2921348314606742,0.7504640937957987,98.89263341175007,-1.2453289376662957,117.89900647030481,84.78587016039434,0.7654854779647278,2.5254321718717567,3.6862585214479604,4.967390981174611,9.294328780190801,6.230631819555316,10.936018536845808,0.10454367920843644,0.1411671673037149,5.0,117.41412084554182,98.89263341175007,7681.0,348.2914139223983
10,False,nv,199.22529745678457,15.001636896206886,-2.8206894887399563,9.517889482069812,186.0,211.0,150.31548058112313,24.621247291868738,-1.4244452848867382,2.693881911004601,121.0,176.0,174.44094159905072,25.628887729970746,-1.1699907127282478,1.6092702950726858,142.0,203.0,164.1746897148905,5.345764054539005,-0.5386151234311735,-0.1858690956374387,157.0,171.0,64.02985792630128,20.67026783793383,1.2149887305617997,2.056229830678455,41.0,89.0,199.2434174657644,15.020008956161192,-2.810074561929925,9.476035918620047,186.0,211.0,171.97421506686766,20.877953621011375,-1.7060948903659063,3.859868376272635,149.0,193.0,150.27122286007506,4.61081226671643,0.4822963403161403,-0.0526100987176612,145.0,157.0,122.7662679195664,3.3052897311895206,0.6103768139405699,-0.18568089001615817,119.0,128.0,167.69879093037426,21.614328884421926,-1.664650308317505,3.629809961952513,143.0,190.0,150.52095827587314,5.87361287771699,0.2222172975791157,-0.4259906274643037,143.0,158.0,131.7936243225041,3.2016508828201524,-0.3508201674308342,-0.6170794770727719,127.0,136.0,0.6015425701530612,714.1736649163068,0.4903634891929711,0.7436431889378425,0.9523854600530102,1.0,0.8019715166330109,196.03619354277774,-0.9194658674812846,214.24658420855414,186.71975754376362,0.7766545285078325,3.282036639985758,3.3430747097310065,5.097481836756569,9.782902673508826,7.006205483509056,9.344881259619637,0.1501838783421131,0.11572294828974998,4.0,41.03604084863403,196.03619354277774,30183.0,714.1736649163068
100,False,mel,177.34245381666085,23.039476095172493,-0.4187632620401197,0.09905553990000415,146.0,205.0,107.12155803415824,28.263790988051092,0.15914827543200283,-0.33345891522909366,71.0,145.0,108.92510456605089,37.31705826921675,-0.13119523166151778,-0.5502772477313269,57.0,155.0,103.12761415127223,83.3688986777272,-0.3298542215588949,-1.8846988702216505,2.0,177.0,113.61846462181946,32.8934451471443,0.591367773270661,0.30643216419980757,73.0,158.0,177.34245381666085,23.039476095172493,-0.4187632620401197,0.09905553990000415,146.0,205.0,135.26180724991286,25.773962310007533,-0.05173737180855194,-0.27103553169029837,101.0,169.0,156.56439525967235,4.867469891992267,-0.27720172623424755,-0.5049057191074815,150.0,162.0,139.4392209829209,10.502350840736037,0.628717940631235,-0.39500102242435764,128.0,156.0,128.341059602649,27.0690368258765,-0.003335321409668559,-0.33603651401484935,92.0,164.0,162.99690658766121,5.393591770565302,-0.6128769517781582,0.10199604525899941,155.0,169.0,117.04034506796793,9.025680415157863,-0.5761067648314937,-0.4854266131298117,103.0,127.0,0.43337452168367346,632.6417023478423,0.7545222088368494,0.6827373207300849,0.9482382696668411,0.7330097087378641,0.699061274352215,166.39289017342693,-0.3972776474301856,207.7135778821001,136.3171271615072,0.7510021868647572,2.30241113328207,3.7654015185886704,5.407163036404146,13.606409757382325,-6.970684897295433,9.993445326807558,0.09781558979075644,0.16560214658157418,5.0,139.30181992004398,166.39289017342693,21745.0,632.6417023478423
100,True,mel,177.49590643274854,23.131909653867606,-0.4201301839369047,0.091897541696488,146.0,205.0,107.37959714100064,28.445329687623907,0.15795318125369573,-0.34255579384573354,71.0,146.0,109.20940004331817,37.53783782218059,-0.12705443763802976,-0.5453442291171933,57.0,155.0,103.40376868096166,83.30721604302782,-0.3367770931522301,-1.8800330973621986,2.0,177.0,113.3906432748538,33.08105912737438,0.5866146979828663,0.2961768508481306,72.0,158.0,177.49590643274854,23.131909653867606,-0.4201301839369047,0.091897541696488,146.0,205.0,135.47814598223954,25.92213747701823,-0.052488974046310095,-0.27743465768193243,101.0,169.0,156.52146415421268,4.895045806370205,-0.276895796896726,-0.5060846381535131,150.0,162.0,139.4036820446177,10.524036427840409,0.6309295989225047,-0.396582558129571,128.0,156.0,128.57344596058047,27.228715239787505,-0.004140378522131732,-0.3420858786632923,92.0,164.0,162.9409573316006,5.456943622096128,-0.6199285275807297,0.10975110814725708,155.0,169.0,117.07039202945636,9.042212303049832,-0.5792807146235303,-0.48342614998470745,103.0,127.0,0.43337452168367346,632.6417023478423,0.7545222088368493,0.6827373207300849,0.9482382696668411,1.3642384105960266,0.699061274352215,166.39289017342693,-1.1735186793647108,207.7135778821001,136.3171271615072,0.7510021868647572,2.30241113328207,3.7654015185886704,5.407163036404146,13.606409757382325,-6.970684897295434,-9.993445326807558,0.09781558979075644,0.1656021465815742,5.0,139.52018482426982,166.39289017342693,21745.0,632.6417023478423
100,True,mel,178.03212492553826,23.063424947758207,-0.5506396780829915,1.0473053438819093,147.0,206.0,108.41826227555102,28.495537904127215,0.14014416885927697,-0.3592028413765216,72.0,147.0,110.55510169347289,37.394467363517805,-0.14038384782244376,-0.5303980060556954,59.0,156.0,105.39107310016169,82.96140129382579,-0.3861894261854092,-1.8442372561387261,2.0,177.0,111.9580035741639,32.90727124753045,0.5910525166674835,0.35667104287151075,71.0,156.0,178.03229512381924,23.062120333229586,-0.5494543259710667,1.0349407371344537,147.0,206.0,136.3354608118458,25.942083811652964,-0.09287677882102136,-0.12194057555737858,102.0,170.0,156.3158029103906,4.903069080650216,-0.3712801020054298,-0.29132448936047384,149.0,162.0,139.09837460641648,10.379527904467228,0.6755933443125498,-0.3259817917409946,128.0,155.0,129.49817036847926,27.223562366848697,-0.034477494770988826,-0.26612188274788595,93.0,165.0,162.6684962981874,5.526051185937998,-0.7263486988074278,0.548700183855602,155.0,169.0,117.30639945536551,8.92920895683118,-0.6160439659692818,-0.43416787921872624,103.0,127.0,0.43209901147959184,665.5828278447966,0.7122696986735133,0.6150139353024597,0.9444178246286535,0.9659090909090909,0.7246323529411764,166.14784551538145,-0.7654166592956382,200.5614255971437,140.77524563838574,0.761740125923302,2.460831076374093,3.780126108446099,5.729768086968728,-10.559068696666257,-6.977482907858274,10.753558580146946,0.09727411097274108,0.1463464757288078,5.0,138.93079287458582,166.14784551538145,21681.0,665.5828278447966
101,False,nv,125.65279514198964,33.12693236251547,0.04970760797220246,-1.2577821459718663,83.0,170.0,80.74370423289874,33.95645387933921,0.43401645272581413,-1.015188006022376,42.0,132.0,87.06411859260582,35.15617690646353,0.4883133039933161,-0.9383280270709675,47.0,140.0,149.98481871762814,60.473176926868376,-2.0408122935894797,2.182415980125806,2.0,178.0,98.11752098589034,29.018887836331643,-0.19679138708420849,-0.7618031318806988,55.0,135.0,125.65279514198964,33.12693236251547,0.04970760797220246,-1.2577821459718663,83.0,170.0,100.09930344704412,34.61487855445149,0.2682324548643552,-1.1463612478311627,58.0,150.0,147.9540989462404,4.156201851343297,-0.10464846370278323,-0.43228262922813787,142.0,153.0,132.44543668512233,3.856255391590351,0.46657034441501777,0.15861704061637916,128.0,138.0,94.91462761207359,33.53442727207752,0.3308415068770957,-1.1183279252302964,55.0,144.0,149.95945704590105,4.656053578490689,0.14231361690395902,-0.563314595539488,144.0,156.0,123.5761743168423,3.1372503883025633,-0.4921016108462507,0.16308494547575458,119.0,127.0,0.10060586734693877,292.45079348883235,0.8507079343357098,0.7416920127995597,0.9687200153521397,0.6538461538461539,0.7138009049773756,80.17052589214506,0.4004470378462792,110.85216675347344,58.26818539967959,0.7117995444062266,1.9163799786799924,5.227299194274836,5.86044595620825,11.406362166381909,6.819626209803961,12.41851504658727,0.02614896988906501,0.22360796713277742,5.0,122.61899712571548,80.17052589214506,5048.0,292.45079348883235
101,True,nv,118.57849616002858,33.073249577845345,0.05687800172681599,-1.260935717762337,76.0,163.0,68.69887479907126,31.436803316659883,0.46408539553628003,-0.9835145392930591,33.0,116.0,79.03714949098054,33.43633145132167,0.5113845231543805,-0.8916982101723496,42.0,130.0,164.9056974459725,37.10896427001131,-4.148497123691231,15.367727021116426,168.0,178.0,114.23647079835685,29.606609614347917,-0.1559264974841377,-0.7551030542292549,70.0,152.0,118.57849616002858,33.073249577845345,0.05687800172681599,-1.260935717762337,76.0,163.0,89.59903554206109,33.161925640128985,0.2753947782860365,-1.1386019692151244,50.0,138.0,150.9523129130202,4.029234735040674,0.1398377175320508,-0.5698163615849818,146.0,157.0,131.44204322200392,4.171851836442607,0.45150467983184706,0.4637627445869139,126.0,137.0,84.80710841221646,31.8183743131822,0.3484000408784744,-1.104135193482544,47.0,132.0,152.1196642257546,4.6905647384310205,0.2473223516424265,-0.5710796848954849,147.0,159.0,124.7499553491695,3.247099836397551,-0.48422739385693725,0.35837069659607135,121.0,129.0,0.10060586734693877,292.45079348883235,0.85070793433571,0.7416920127995597,0.9687200153521397,0.6538461538461539,0.7138009049773756,80.17052589214506,-0.40044703784627955,110.85216675347344,58.26818539967955,0.7117995444062264,1.9163799786799927,5.227299194274222,5.86044595620798,11.40636216638125,6.819626209803695,-12.418515046580865,0.02614896988906501,0.22360796713277742,5.0,99.78882346220458,80.17052589214506,5048.0,292.45079348883235
101,True,nv,128.04569093610698,33.950976260042616,0.013259587961880108,-1.304346278957744,83.0,173.0,83.96341010401188,35.75331786625522,0.3879855024312787,-1.1206748762964631,43.0,137.0,90.33710995542347,36.92570938572104,0.43668813385349237,-1.0542665908257636,48.0,145.0,152.8354383358098,57.45442699195842,-2.247570452031836,3.072885320692289,3.0,178.0,95.10976968796435,30.069033148388773,-0.20778939712720748,-0.908534609003782,49.0,132.0,128.04569093610698,33.950976260042616,0.013259587961880108,-1.304346278957744,83.0,173.0,103.11738484398217,36.0967615040563,0.23026406532669572,-1.2187781861200566,59.0,155.0,147.53547548291235,4.256304304686673,-0.1588734950921958,-0.5257144901753992,141.0,153.0,132.2165676077266,3.678414864525605,0.4351327746982403,0.04510748963564204,127.0,137.0,97.89245913818722,35.06307396131762,0.2876431303168358,-1.2002590588646413,56.0,148.0,149.54290490341754,4.668547524602353,0.11548744663302868,-0.628552776215352,143.0,156.0,123.74182763744427,2.986321603440717,-0.45991649367531445,0.12553699248520767,120.0,128.0,0.09201610331632654,287.27922061357856,0.8591402426566395,0.7030096893682052,0.9632797830168996,0.5865384615384616,0.7277742749054225,76.67168302601846,-0.29486293212014025,107.46786337363066,54.99562706736512,0.7049052444278079,1.8755890078021789,5.2593137516903505,5.862404649837805,11.425094962366291,6.801863597419319,-12.46119849449396,0.028373402642408507,0.2330156891677286,5.0,121.4744364003898,76.67168302601846,4617.0,287.27922061357856
102,False,nv,138.0593316464532,20.579175312596593,-0.28901233734706383,-0.7871997147119361,109.0,164.0,75.82724020591571,33.79903078157186,0.32681096756050226,-0.8943320016980629,35.0,126.0,92.21943983945555,37.087039339082345,0.19863484237820525,-1.0320940776679175,45.0,145.0,171.1078439926708,4.856951216328604,-1.2436555335229273,1.4481190601483567,164.0,176.0,121.15391327109327,42.808604361310515,-0.1500392774532325,-0.9276090583318912,59.0,175.0,138.0595061512957,20.579450396538217,-0.2889629084280189,-0.7871749523751164,109.0,164.0,102.88709536689643,29.4360391905697,0.19990652320918145,-0.9151301571686021,66.0,145.0,156.38949480848095,6.375664398040563,-0.9337121571995898,-0.24495043001638983,146.0,163.0,131.10461565308438,6.4021605358183304,0.025746926109817023,-1.1205795931983122,123.0,140.0,96.32902888055143,30.045046934718464,0.18711213691067272,-0.9445421280584196,58.0,139.0,157.82034726463658,7.542909245767018,-0.8886981610090056,-0.3504128754323492,145.0,165.0,125.67315242997994,4.357143382523479,0.2645114257620014,-0.951758973267117,120.0,132.0,0.2090441645408163,414.80108191427644,0.828966079335488,0.7660624736083784,0.9791822255414488,1.0076335877862594,0.6065810779551237,115.56387664286414,-0.8240732775210247,155.00609521335312,86.69473574280798,0.725952906628379,2.0141659924370137,4.9061433793448925,6.209077518467072,-11.767099889010138,-7.217361989434999,13.127863751040287,0.0273619982839165,0.19981766550439461,5.0,68.24500597417733,115.56387664286414,10489.0,414.80108191427644
102,True,nv,138.21572370704615,20.686805407927206,-0.29202489379361496,-0.7815538665296486,109.0,164.0,76.15289829920167,34.009070131322666,0.31925513147839946,-0.9029925652748148,35.0,127.0,92.5615237764665,37.308715398358004,0.19317745968504685,-1.0381026264933284,45.0,146.0,171.05284623394655,4.9166677450269525,-1.2355431172744689,1.3943586792745748,164.0,176.0,120.76457827143354,43.03713020880596,-0.1400381343686049,-0.9325542512822955,59.0,175.0,138.21572370704615,20.686805407927206,-0.29202489379361496,-0.7815538665296486,109.0,164.0,103.16088163832002,29.61089166201032,0.19385170382168063,-0.92049504051012,66.0,146.0,156.31985421728567,6.4150593590879375,-0.9226919833887689,-0.27240782009719,146.0,163.0,131.05753210690733,6.4285573729265275,0.03228434433693727,-1.1229872264364233,122.0,140.0,96.6052585907671,30.224290742651647,0.18087677666805693,-0.949675683431257,58.0,140.0,157.73481430059007,7.597826607100365,-0.8764241312147296,-0.3827361102320821,145.0,165.0,125.7107775078098,4.3828123230648925,0.25905863296200937,-0.9603263940781126,120.0,132.0,0.2090441645408163,414.80108191427644,0.828966079335488,0.7660624736083784,0.9791822255414488,0.9924242424242424,0.6065810779551237,115.56387664286414,-0.746723049273872,155.00609521335312,86.69473574280798,0.725952906628379,2.0141659924370114,4.9061433793448925,6.209077518467072,-11.767099889010138,-7.217361989434997,-13.127863751040287,0.0273619982839165,0.1998176655043946,5.0,68.64060336176013,115.56387664286414,10489.0,414.80108191427644
